locus_tag	ftype	length_bp	gene	EC_number	COG	product
PPDIGIDD_01467	CDS	291				hypothetical protein
PPDIGIDD_01468	CDS	873				hypothetical protein
PPDIGIDD_01469	CDS	975	menF	5.4.4.2		Isochorismate synthase MenF
PPDIGIDD_01470	CDS	612				hypothetical protein
PPDIGIDD_01471	CDS	1020	amiE	3.5.1.4	COG0388	Aliphatic amidase
PPDIGIDD_01472	CDS	2487				hypothetical protein
PPDIGIDD_01473	CDS	315	rplU		COG0261	50S ribosomal protein L21
PPDIGIDD_01474	CDS	267	rpmA		COG0211	50S ribosomal protein L27
PPDIGIDD_01475	CDS	1650	hbpA		COG0747	Heme-binding protein A
PPDIGIDD_01476	CDS	1005	dppB		COG0601	Dipeptide transport system permease protein DppB
PPDIGIDD_01477	CDS	684	dppC_1		COG1173	Dipeptide transport system permease protein DppC
PPDIGIDD_01478	CDS	144	dppC_2		COG1173	Dipeptide transport system permease protein DppC
PPDIGIDD_01479	CDS	864	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
PPDIGIDD_01480	CDS	807	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
PPDIGIDD_01481	CDS	894	obg	3.6.5.-		GTPase Obg
PPDIGIDD_01482	CDS	201				hypothetical protein
PPDIGIDD_01483	CDS	996				hypothetical protein
PPDIGIDD_01484	CDS	555				hypothetical protein
PPDIGIDD_01485	CDS	183	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
PPDIGIDD_01486	CDS	1104	hemL_2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
PPDIGIDD_01487	CDS	261				hypothetical protein
PPDIGIDD_01488	CDS	405				hypothetical protein
PPDIGIDD_01489	CDS	813		3.5.1.111		2-oxoglutaramate amidase
PPDIGIDD_01490	CDS	882	pgdA	3.5.1.-		Peptidoglycan deacetylase
PPDIGIDD_01491	CDS	693				hypothetical protein
PPDIGIDD_01492	CDS	1110				hypothetical protein
PPDIGIDD_01493	CDS	378				hypothetical protein
PPDIGIDD_01494	CDS	894				hypothetical protein
PPDIGIDD_01495	CDS	378				hypothetical protein
PPDIGIDD_01496	CDS	720				hypothetical protein
PPDIGIDD_01497	CDS	756	hugZ	1.14.99.-	COG0748	Heme oxygenase HugZ
PPDIGIDD_01498	CDS	1626	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
PPDIGIDD_01499	CDS	240	tatA			Sec-independent protein translocase protein TatA
PPDIGIDD_01500	CDS	621	gmk	2.7.4.8	COG0194	Guanylate kinase
PPDIGIDD_01501	CDS	273				hypothetical protein
PPDIGIDD_01502	CDS	765				hypothetical protein
PPDIGIDD_01503	CDS	543		2.7.8.-		Cardiolipin synthase
PPDIGIDD_01504	CDS	738				hypothetical protein
PPDIGIDD_01505	CDS	714	flgH			Flagellar L-ring protein
PPDIGIDD_01506	CDS	684	neuA	2.7.7.43		N-acylneuraminate cytidylyltransferase
PPDIGIDD_01507	CDS	873				hypothetical protein
PPDIGIDD_01508	CDS	543	pseH	2.3.1.202	COG1670	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
PPDIGIDD_01509	CDS	939	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
PPDIGIDD_01510	CDS	783	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
PPDIGIDD_01511	tRNA	77				tRNA-Arg(gcg)
PPDIGIDD_01512	CDS	993	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
PPDIGIDD_01513	CDS	807	minD		COG2894	Septum site-determining protein MinD
PPDIGIDD_01514	CDS	234	minE		COG0851	Cell division topological specificity factor
PPDIGIDD_01515	CDS	801				hypothetical protein
PPDIGIDD_01516	CDS	405	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
PPDIGIDD_01517	CDS	234	hcpC_2	3.5.2.6	COG0790	Putative beta-lactamase HcpC
PPDIGIDD_01518	CDS	339				hypothetical protein
PPDIGIDD_01519	CDS	561				hypothetical protein
PPDIGIDD_01520	CDS	327				hypothetical protein
PPDIGIDD_01521	CDS	267				hypothetical protein
PPDIGIDD_01522	CDS	387				hypothetical protein
PPDIGIDD_01523	CDS	786				hypothetical protein
PPDIGIDD_01524	CDS	1086				hypothetical protein
PPDIGIDD_01525	CDS	882		5.4.99.-	COG0564	putative RNA pseudouridine synthase
PPDIGIDD_01526	CDS	1551	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
PPDIGIDD_01527	CDS	1617	pyrG	6.3.4.2	COG0504	CTP synthase
PPDIGIDD_01528	CDS	663				hypothetical protein
PPDIGIDD_01529	CDS	1704	fliF		COG1766	Flagellar M-ring protein
PPDIGIDD_01530	CDS	1032	fliG		COG1536	Flagellar motor switch protein FliG
PPDIGIDD_01531	CDS	771				hypothetical protein
PPDIGIDD_01532	CDS	1854	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
PPDIGIDD_01533	CDS	1809	lepA	3.6.5.-		Elongation factor 4
PPDIGIDD_01534	CDS	930				IS1595 family transposase ISCco3
PPDIGIDD_01535	CDS	471				hypothetical protein
PPDIGIDD_01536	CDS	777	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
PPDIGIDD_01537	CDS	1287	kgtP			Alpha-ketoglutarate permease
PPDIGIDD_01538	CDS	2517				hypothetical protein
PPDIGIDD_01539	CDS	2337				hypothetical protein
PPDIGIDD_01540	CDS	1926	tkt	2.2.1.1		Transketolase
PPDIGIDD_01541	CDS	843	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
PPDIGIDD_01542	CDS	147				hypothetical protein
PPDIGIDD_01543	CDS	582	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
PPDIGIDD_01544	CDS	510				hypothetical protein
PPDIGIDD_01545	CDS	525	pyrB_1	2.1.3.2		Aspartate carbamoyltransferase
PPDIGIDD_01546	CDS	357	pyrB_2	2.1.3.2	COG0540	Aspartate carbamoyltransferase
PPDIGIDD_01547	CDS	1440				hypothetical protein
PPDIGIDD_01548	CDS	246				hypothetical protein
PPDIGIDD_01549	CDS	1437	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
PPDIGIDD_01550	CDS	624				hypothetical protein
PPDIGIDD_01551	CDS	573				hypothetical protein
PPDIGIDD_01552	CDS	1149		3.6.1.-	COG1106	ATP/GTP phosphatase
PPDIGIDD_01553	CDS	678				hypothetical protein
PPDIGIDD_01554	CDS	927	nixA		COG3376	High-affinity nickel-transport protein NixA
PPDIGIDD_01555	CDS	516				hypothetical protein
PPDIGIDD_01556	CDS	1311				hypothetical protein
PPDIGIDD_01557	CDS	270				hypothetical protein
PPDIGIDD_01558	CDS	201	copP		COG2608	COP-associated protein
PPDIGIDD_01559	CDS	2226	copA_2	7.2.2.8		Copper-exporting P-type ATPase
PPDIGIDD_01560	CDS	714				hypothetical protein
PPDIGIDD_01561	CDS	1899	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
PPDIGIDD_01562	CDS	990	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
PPDIGIDD_01563	CDS	375	cheY		COG0784	Chemotaxis protein CheY 
PPDIGIDD_01564	CDS	603				hypothetical protein
PPDIGIDD_01565	tRNA	88				tRNA-Ser(gga)
PPDIGIDD_01566	CDS	408				hypothetical protein
PPDIGIDD_01567	CDS	231				hypothetical protein
PPDIGIDD_01568	CDS	537	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
PPDIGIDD_01569	CDS	1038	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
PPDIGIDD_01570	CDS	399	tatC_1		COG0805	Sec-independent protein translocase protein TatC
PPDIGIDD_01571	CDS	381	tatC_2		COG0805	Sec-independent protein translocase protein TatC
PPDIGIDD_01572	CDS	465	tatB			Sec-independent protein translocase protein TatB
PPDIGIDD_01573	CDS	822	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
PPDIGIDD_01574	CDS	141				hypothetical protein
PPDIGIDD_01575	CDS	813	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
PPDIGIDD_01576	CDS	348				hypothetical protein
PPDIGIDD_01577	CDS	387				hypothetical protein
PPDIGIDD_01578	CDS	855				hypothetical protein
PPDIGIDD_01579	CDS	939				hypothetical protein
PPDIGIDD_01580	CDS	1323				hypothetical protein
PPDIGIDD_01581	CDS	588	minC			septum site-determining protein MinC
PPDIGIDD_01582	CDS	888	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
PPDIGIDD_01583	CDS	474				hypothetical protein
PPDIGIDD_01584	CDS	882	thrB	2.7.1.39	COG0083	Homoserine kinase
PPDIGIDD_01585	CDS	255				hypothetical protein
PPDIGIDD_01586	CDS	420				hypothetical protein
PPDIGIDD_01587	CDS	2409	infB			Translation initiation factor IF-2
PPDIGIDD_01588	CDS	336	rbfA			Ribosome-binding factor A
PPDIGIDD_01589	CDS	441	rimP		COG0779	Ribosome maturation factor RimP
PPDIGIDD_01590	CDS	1989	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PPDIGIDD_01591	CDS	1113	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PPDIGIDD_01592	CDS	672	cusR		COG0745	Transcriptional regulatory protein CusR
PPDIGIDD_01593	CDS	1044		3.1.4.17	COG2404	3',5'-cyclic-nucleotide phosphodiesterase
PPDIGIDD_01594	CDS	177	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
PPDIGIDD_01595	CDS	2028	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
PPDIGIDD_01596	CDS	273	rpsO		COG0184	30S ribosomal protein S15
PPDIGIDD_01597	CDS	1287				hypothetical protein
PPDIGIDD_01598	CDS	504	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
PPDIGIDD_01599	CDS	1074		3.4.11.-	COG0006	Aminopeptidase
PPDIGIDD_01600	CDS	489	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
PPDIGIDD_01601	CDS	726				hypothetical protein
PPDIGIDD_01602	CDS	654	flhF		COG1419	Flagellar biosynthesis protein FlhF
PPDIGIDD_01603	CDS	885	ylxH		COG0455	Flagellum site-determining protein YlxH
PPDIGIDD_01604	CDS	315				hypothetical protein
PPDIGIDD_01605	CDS	753	fliA		COG1191	RNA polymerase sigma factor FliA
PPDIGIDD_01606	CDS	1065	fliM		COG1868	Flagellar motor switch protein FliM
PPDIGIDD_01607	CDS	858				hypothetical protein
PPDIGIDD_01608	CDS	537				hypothetical protein
PPDIGIDD_01609	CDS	498				hypothetical protein
PPDIGIDD_01610	CDS	453	fur		COG0735	Ferric uptake regulation protein
PPDIGIDD_01611	CDS	597			COG2256	putative AAA domain-containing protein
PPDIGIDD_01612	CDS	558			COG2256	putative AAA domain-containing protein
PPDIGIDD_01613	CDS	372				hypothetical protein
PPDIGIDD_01614	CDS	867	cbpA		COG2214	Curved DNA-binding protein
PPDIGIDD_01615	CDS	1251				hypothetical protein
PPDIGIDD_01616	CDS	777	xni	3.1.-.-		Flap endonuclease Xni
PPDIGIDD_01617	CDS	897				hypothetical protein
PPDIGIDD_01618	CDS	1221	ispDF		COG0245	Bifunctional enzyme IspD/IspF
PPDIGIDD_01619	CDS	1428				hypothetical protein
PPDIGIDD_01620	CDS	792	rocE		COG0833	Amino-acid permease RocE
PPDIGIDD_01621	CDS	663				hypothetical protein
PPDIGIDD_01622	CDS	540	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
PPDIGIDD_01623	CDS	609				hypothetical protein
PPDIGIDD_01624	CDS	789	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
PPDIGIDD_01625	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PPDIGIDD_01626	CDS	1335		3.4.24.-	COG0612	putative zinc protease
PPDIGIDD_01627	CDS	1056	pyrD	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
PPDIGIDD_01628	CDS	2028	ppk	2.7.4.1	COG0855	Polyphosphate kinase
PPDIGIDD_01629	tRNA	78				tRNA-Pro(ggg)
PPDIGIDD_01630	CDS	1092				hypothetical protein
PPDIGIDD_01631	CDS	897				hypothetical protein
PPDIGIDD_01632	CDS	2760				hypothetical protein
PPDIGIDD_01633	CDS	669				hypothetical protein
PPDIGIDD_01634	CDS	1896				hypothetical protein
PPDIGIDD_01635	CDS	768				hypothetical protein
PPDIGIDD_01636	CDS	348				hypothetical protein
PPDIGIDD_01637	CDS	1488				hypothetical protein
PPDIGIDD_01638	CDS	501				hypothetical protein
PPDIGIDD_01639	CDS	1518	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
PPDIGIDD_01640	CDS	516	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
PPDIGIDD_01641	CDS	756	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
PPDIGIDD_01642	CDS	561				hypothetical protein
PPDIGIDD_01643	CDS	315				hypothetical protein
PPDIGIDD_01644	CDS	669	cysW		COG4208	Sulfate transport system permease protein CysW
PPDIGIDD_01645	CDS	708	potA	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PPDIGIDD_01646	CDS	1344	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
PPDIGIDD_01647	CDS	1107				hypothetical protein
PPDIGIDD_01648	CDS	1638				hypothetical protein
PPDIGIDD_01649	CDS	843				hypothetical protein
PPDIGIDD_01650	CDS	1800	typA		COG1217	GTP-binding protein TypA/BipA
PPDIGIDD_01651	CDS	930				hypothetical protein
PPDIGIDD_01652	CDS	609				hypothetical protein
PPDIGIDD_01653	CDS	945	srpA	1.11.1.-	COG0753	Catalase-related peroxidase
PPDIGIDD_01654	CDS	1587				hypothetical protein
PPDIGIDD_01655	CDS	1398				hypothetical protein
PPDIGIDD_01656	CDS	1773				hypothetical protein
PPDIGIDD_01657	CDS	537				hypothetical protein
PPDIGIDD_01658	CDS	363				hypothetical protein
PPDIGIDD_01659	CDS	855				hypothetical protein
PPDIGIDD_01660	CDS	222				hypothetical protein
PPDIGIDD_01661	CDS	189	rpmB		COG0227	50S ribosomal protein L28
PPDIGIDD_01662	CDS	849				hypothetical protein
PPDIGIDD_01663	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PPDIGIDD_01664	CDS	1269	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
PPDIGIDD_01665	CDS	261				putative protein
PPDIGIDD_01666	CDS	402	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
PPDIGIDD_01667	CDS	1620				hypothetical protein
PPDIGIDD_01668	CDS	720				hypothetical protein
PPDIGIDD_01669	CDS	1164				hypothetical protein
PPDIGIDD_01670	CDS	1053				hypothetical protein
PPDIGIDD_01671	CDS	1983				hypothetical protein
PPDIGIDD_01672	CDS	342				hypothetical protein
PPDIGIDD_01673	CDS	282				hypothetical protein
PPDIGIDD_01674	CDS	270	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
