locus_tag	ftype	length_bp	gene	EC_number	COG	product
LMIBBFGC_01466	CDS	696				hypothetical protein
LMIBBFGC_01467	CDS	624				hypothetical protein
LMIBBFGC_01468	CDS	165				hypothetical protein
LMIBBFGC_01469	CDS	1593	clpB			Chaperone protein ClpB
LMIBBFGC_01470	CDS	1035	clpB1		COG0542	Chaperone protein ClpB 1
LMIBBFGC_01471	CDS	357				hypothetical protein
LMIBBFGC_01472	CDS	402				hypothetical protein
LMIBBFGC_01473	CDS	354				hypothetical protein
LMIBBFGC_01474	CDS	738	pyrC_2	3.5.2.3	COG0044	Dihydroorotase
LMIBBFGC_01475	CDS	1230		3.5.4.4	COG0402	Adenosine deaminase
LMIBBFGC_01476	CDS	243				hypothetical protein
LMIBBFGC_01477	CDS	1314	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
LMIBBFGC_01478	CDS	654				hypothetical protein
LMIBBFGC_01479	CDS	1011				hypothetical protein
LMIBBFGC_01480	CDS	534				hypothetical protein
LMIBBFGC_01481	CDS	162				hypothetical protein
LMIBBFGC_01482	CDS	153				hypothetical protein
LMIBBFGC_01483	CDS	399				hypothetical protein
LMIBBFGC_01484	CDS	1293				hypothetical protein
LMIBBFGC_01485	CDS	561	trpC_2	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
LMIBBFGC_01486	CDS	255	fdx		COG1145	Ferredoxin
LMIBBFGC_01487	CDS	1455	ppx	3.6.1.11	COG0248	Exopolyphosphatase
LMIBBFGC_01488	CDS	1011	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
LMIBBFGC_01489	CDS	987	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
LMIBBFGC_01490	CDS	1116	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
LMIBBFGC_01491	CDS	1437				hypothetical protein
LMIBBFGC_01492	CDS	1032	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
LMIBBFGC_01493	CDS	1572				hypothetical protein
LMIBBFGC_01494	CDS	1257	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
LMIBBFGC_01495	CDS	1557	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
LMIBBFGC_01496	CDS	519				hypothetical protein
LMIBBFGC_01497	CDS	474				hypothetical protein
LMIBBFGC_01498	CDS	747	vacA_2			Vacuolating cytotoxin autotransporter
LMIBBFGC_01499	CDS	708	vacA_3			Vacuolating cytotoxin autotransporter
LMIBBFGC_01500	CDS	1218	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
LMIBBFGC_01501	CDS	291				hypothetical protein
LMIBBFGC_01502	CDS	873				hypothetical protein
LMIBBFGC_01503	CDS	1680	menF	5.4.4.2		Isochorismate synthase MenF
LMIBBFGC_01504	CDS	1020	amiE	3.5.1.4	COG0388	Aliphatic amidase
LMIBBFGC_01505	CDS	2487				hypothetical protein
LMIBBFGC_01506	CDS	315	rplU		COG0261	50S ribosomal protein L21
LMIBBFGC_01507	CDS	207	rpmA		COG0211	50S ribosomal protein L27
LMIBBFGC_01508	CDS	1650	hbpA		COG0747	Heme-binding protein A
LMIBBFGC_01509	CDS	1005	dppB		COG0601	Dipeptide transport system permease protein DppB
LMIBBFGC_01510	CDS	684	dppC_1		COG1173	Dipeptide transport system permease protein DppC
LMIBBFGC_01511	CDS	144	dppC_2		COG1173	Dipeptide transport system permease protein DppC
LMIBBFGC_01512	CDS	864	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
LMIBBFGC_01513	CDS	807	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
LMIBBFGC_01514	CDS	894	obg	3.6.5.-		GTPase Obg
LMIBBFGC_01515	CDS	201				hypothetical protein
LMIBBFGC_01516	CDS	996				hypothetical protein
LMIBBFGC_01517	CDS	555				hypothetical protein
LMIBBFGC_01518	CDS	183	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
LMIBBFGC_01519	CDS	1104	hemL_2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
LMIBBFGC_01520	CDS	261				hypothetical protein
LMIBBFGC_01521	CDS	405				hypothetical protein
LMIBBFGC_01522	CDS	534				hypothetical protein
LMIBBFGC_01523	CDS	327	yafV	3.5.1.3		Omega-amidase YafV
LMIBBFGC_01524	CDS	882	pgdA	3.5.1.-		Peptidoglycan deacetylase
LMIBBFGC_01525	CDS	693				hypothetical protein
LMIBBFGC_01526	CDS	1110				hypothetical protein
LMIBBFGC_01527	CDS	378				hypothetical protein
LMIBBFGC_01528	CDS	894				hypothetical protein
LMIBBFGC_01529	CDS	378				hypothetical protein
LMIBBFGC_01530	CDS	720				hypothetical protein
LMIBBFGC_01531	CDS	756	hugZ	1.14.99.-	COG0748	Heme oxygenase HugZ
LMIBBFGC_01532	CDS	1626	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
LMIBBFGC_01533	CDS	240	tatA			Sec-independent protein translocase protein TatA
LMIBBFGC_01534	CDS	621	gmk	2.7.4.8	COG0194	Guanylate kinase
LMIBBFGC_01535	CDS	273				hypothetical protein
LMIBBFGC_01536	CDS	393				hypothetical protein
LMIBBFGC_01537	CDS	756				hypothetical protein
LMIBBFGC_01538	CDS	543		2.7.8.-		Cardiolipin synthase
LMIBBFGC_01539	CDS	738				hypothetical protein
LMIBBFGC_01540	CDS	714	flgH			Flagellar L-ring protein
LMIBBFGC_01541	CDS	684	neuA	2.7.7.43		N-acylneuraminate cytidylyltransferase
LMIBBFGC_01542	CDS	873				hypothetical protein
LMIBBFGC_01543	CDS	543	pseH	2.3.1.202	COG1670	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
LMIBBFGC_01544	CDS	939	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
LMIBBFGC_01545	CDS	783	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
LMIBBFGC_01546	tRNA	77				tRNA-Arg(gcg)
LMIBBFGC_01547	CDS	993	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
LMIBBFGC_01548	CDS	807	minD		COG2894	Septum site-determining protein MinD
LMIBBFGC_01549	CDS	234	minE		COG0851	Cell division topological specificity factor
LMIBBFGC_01550	CDS	801				hypothetical protein
LMIBBFGC_01551	CDS	405	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
LMIBBFGC_01552	CDS	234	hcpC_2	3.5.2.6	COG0790	Putative beta-lactamase HcpC
LMIBBFGC_01553	CDS	339				hypothetical protein
LMIBBFGC_01554	CDS	561				hypothetical protein
LMIBBFGC_01555	CDS	327				hypothetical protein
LMIBBFGC_01556	CDS	267				hypothetical protein
LMIBBFGC_01557	CDS	387				hypothetical protein
LMIBBFGC_01558	CDS	786				hypothetical protein
LMIBBFGC_01559	CDS	1086				hypothetical protein
LMIBBFGC_01560	CDS	882		5.4.99.-	COG0564	putative RNA pseudouridine synthase
LMIBBFGC_01561	CDS	951				hypothetical protein
LMIBBFGC_01562	CDS	624	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
LMIBBFGC_01563	CDS	1617	pyrG	6.3.4.2	COG0504	CTP synthase
LMIBBFGC_01564	CDS	663				hypothetical protein
LMIBBFGC_01565	CDS	1704	fliF		COG1766	Flagellar M-ring protein
LMIBBFGC_01566	CDS	1032	fliG		COG1536	Flagellar motor switch protein FliG
LMIBBFGC_01567	CDS	771				hypothetical protein
LMIBBFGC_01568	CDS	1851	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
LMIBBFGC_01569	CDS	1809	lepA	3.6.5.-		Elongation factor 4
LMIBBFGC_01570	CDS	930				IS1595 family transposase ISCco3
LMIBBFGC_01571	CDS	471				hypothetical protein
LMIBBFGC_01572	CDS	777	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
LMIBBFGC_01573	CDS	1287	kgtP			Alpha-ketoglutarate permease
LMIBBFGC_01574	CDS	2517				hypothetical protein
LMIBBFGC_01575	CDS	2337				hypothetical protein
LMIBBFGC_01576	CDS	1926	tkt	2.2.1.1		Transketolase
LMIBBFGC_01577	CDS	843	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
LMIBBFGC_01578	CDS	147				hypothetical protein
LMIBBFGC_01579	CDS	582	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
LMIBBFGC_01580	CDS	510				hypothetical protein
LMIBBFGC_01581	CDS	525	pyrB_1	2.1.3.2		Aspartate carbamoyltransferase
LMIBBFGC_01582	CDS	357	pyrB_2	2.1.3.2	COG0540	Aspartate carbamoyltransferase
LMIBBFGC_01583	CDS	1440				hypothetical protein
LMIBBFGC_01584	CDS	1656	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
LMIBBFGC_01585	CDS	624				hypothetical protein
LMIBBFGC_01586	CDS	573				hypothetical protein
LMIBBFGC_01587	CDS	1149		3.6.1.-	COG1106	ATP/GTP phosphatase
LMIBBFGC_01588	CDS	678				hypothetical protein
LMIBBFGC_01589	CDS	927	nixA		COG3376	High-affinity nickel-transport protein NixA
LMIBBFGC_01590	CDS	516				hypothetical protein
LMIBBFGC_01591	CDS	1311				hypothetical protein
LMIBBFGC_01592	CDS	270				hypothetical protein
LMIBBFGC_01593	CDS	201	copP		COG2608	COP-associated protein
LMIBBFGC_01594	CDS	2226	copA_2	7.2.2.8		Copper-exporting P-type ATPase
LMIBBFGC_01595	CDS	714				hypothetical protein
LMIBBFGC_01596	CDS	1899	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
LMIBBFGC_01597	CDS	990	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
LMIBBFGC_01598	CDS	375	cheY		COG0784	Chemotaxis protein CheY 
LMIBBFGC_01599	CDS	603				hypothetical protein
LMIBBFGC_01600	tRNA	88				tRNA-Ser(gga)
LMIBBFGC_01601	CDS	408				hypothetical protein
LMIBBFGC_01602	CDS	231				hypothetical protein
LMIBBFGC_01603	CDS	537	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
LMIBBFGC_01604	CDS	1038	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
LMIBBFGC_01605	CDS	399	tatC_1		COG0805	Sec-independent protein translocase protein TatC
LMIBBFGC_01606	CDS	381	tatC_2		COG0805	Sec-independent protein translocase protein TatC
LMIBBFGC_01607	CDS	474	tatB			Sec-independent protein translocase protein TatB
LMIBBFGC_01608	CDS	822	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
LMIBBFGC_01609	CDS	141				hypothetical protein
LMIBBFGC_01610	CDS	813	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
LMIBBFGC_01611	CDS	348				hypothetical protein
LMIBBFGC_01612	CDS	387				hypothetical protein
LMIBBFGC_01613	CDS	855				hypothetical protein
LMIBBFGC_01614	CDS	939				hypothetical protein
LMIBBFGC_01615	CDS	1323				hypothetical protein
LMIBBFGC_01616	CDS	588	minC			septum site-determining protein MinC
LMIBBFGC_01617	CDS	888	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
LMIBBFGC_01618	CDS	474				hypothetical protein
LMIBBFGC_01619	CDS	882	thrB	2.7.1.39	COG0083	Homoserine kinase
LMIBBFGC_01620	CDS	255				hypothetical protein
LMIBBFGC_01621	CDS	381				hypothetical protein
LMIBBFGC_01622	CDS	2403	infB			Translation initiation factor IF-2
LMIBBFGC_01623	CDS	336	rbfA			Ribosome-binding factor A
LMIBBFGC_01624	CDS	441	rimP		COG0779	Ribosome maturation factor RimP
LMIBBFGC_01625	CDS	1989	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
LMIBBFGC_01626	CDS	1113	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
LMIBBFGC_01627	CDS	672	cusR		COG0745	Transcriptional regulatory protein CusR
LMIBBFGC_01628	CDS	1044		3.1.4.17	COG2404	3',5'-cyclic-nucleotide phosphodiesterase
LMIBBFGC_01629	CDS	177	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
LMIBBFGC_01630	CDS	2028	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
LMIBBFGC_01631	CDS	273	rpsO		COG0184	30S ribosomal protein S15
LMIBBFGC_01632	CDS	1287				hypothetical protein
LMIBBFGC_01633	CDS	504	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
LMIBBFGC_01634	CDS	1074		3.4.11.-	COG0006	Aminopeptidase
LMIBBFGC_01635	CDS	366	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
LMIBBFGC_01636	CDS	726				hypothetical protein
LMIBBFGC_01637	CDS	654	flhF		COG1419	Flagellar biosynthesis protein FlhF
LMIBBFGC_01638	CDS	885	ylxH		COG0455	Flagellum site-determining protein YlxH
LMIBBFGC_01639	CDS	315				hypothetical protein
LMIBBFGC_01640	CDS	753	fliA		COG1191	RNA polymerase sigma factor FliA
LMIBBFGC_01641	CDS	1065	fliM		COG1868	Flagellar motor switch protein FliM
LMIBBFGC_01642	CDS	858				hypothetical protein
LMIBBFGC_01643	CDS	501				hypothetical protein
LMIBBFGC_01644	CDS	498				hypothetical protein
LMIBBFGC_01645	CDS	453	fur		COG0735	Ferric uptake regulation protein
LMIBBFGC_01646	CDS	597			COG2256	putative AAA domain-containing protein
LMIBBFGC_01647	CDS	558			COG2256	putative AAA domain-containing protein
LMIBBFGC_01648	CDS	372				hypothetical protein
LMIBBFGC_01649	CDS	867	cbpA		COG2214	Curved DNA-binding protein
LMIBBFGC_01650	CDS	1251				hypothetical protein
LMIBBFGC_01651	CDS	777	xni	3.1.-.-		Flap endonuclease Xni
LMIBBFGC_01652	CDS	897				hypothetical protein
LMIBBFGC_01653	CDS	957	ispDF		COG0245	Bifunctional enzyme IspD/IspF
LMIBBFGC_01654	CDS	231				hypothetical protein
LMIBBFGC_01655	CDS	432				hypothetical protein
LMIBBFGC_01656	CDS	999				hypothetical protein
LMIBBFGC_01657	CDS	282	rocE		COG0833	Amino-acid permease RocE
LMIBBFGC_01658	CDS	1164	rocC		COG0833	Amino-acid permease RocC
LMIBBFGC_01659	CDS	540	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
LMIBBFGC_01660	CDS	609				hypothetical protein
LMIBBFGC_01661	CDS	789	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
LMIBBFGC_01662	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
LMIBBFGC_01663	CDS	1335		3.4.24.-	COG0612	putative zinc protease
LMIBBFGC_01664	CDS	1056	pyrD	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
LMIBBFGC_01665	CDS	2028	ppk	2.7.4.1	COG0855	Polyphosphate kinase
LMIBBFGC_01666	tRNA	78				tRNA-Pro(ggg)
LMIBBFGC_01667	CDS	1092				hypothetical protein
LMIBBFGC_01668	CDS	897				hypothetical protein
LMIBBFGC_01669	CDS	489				hypothetical protein
LMIBBFGC_01670	CDS	2238				hypothetical protein
LMIBBFGC_01671	CDS	669				hypothetical protein
LMIBBFGC_01672	CDS	1896				hypothetical protein
LMIBBFGC_01673	CDS	768				hypothetical protein
LMIBBFGC_01674	CDS	348				hypothetical protein
LMIBBFGC_01675	CDS	1488				hypothetical protein
LMIBBFGC_01676	CDS	501				hypothetical protein
LMIBBFGC_01677	CDS	1518	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
LMIBBFGC_01678	CDS	1251	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
LMIBBFGC_01679	CDS	561				hypothetical protein
LMIBBFGC_01680	CDS	315				hypothetical protein
LMIBBFGC_01681	CDS	669	cysW		COG4208	Sulfate transport system permease protein CysW
LMIBBFGC_01682	CDS	708	potA	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
LMIBBFGC_01683	CDS	1323	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
LMIBBFGC_01684	CDS	1107				hypothetical protein
LMIBBFGC_01685	CDS	1350	vspIM	2.1.1.72		Modification methylase VspI
LMIBBFGC_01686	CDS	276				hypothetical protein
LMIBBFGC_01687	CDS	843				hypothetical protein
LMIBBFGC_01688	CDS	1800	typA		COG1217	GTP-binding protein TypA/BipA
LMIBBFGC_01689	CDS	930				hypothetical protein
LMIBBFGC_01690	CDS	609				hypothetical protein
LMIBBFGC_01691	CDS	945	srpA	1.11.1.-	COG0753	Catalase-related peroxidase
LMIBBFGC_01692	CDS	1587				hypothetical protein
LMIBBFGC_01693	CDS	1395				hypothetical protein
LMIBBFGC_01694	CDS	1773				hypothetical protein
LMIBBFGC_01695	CDS	537				hypothetical protein
LMIBBFGC_01696	CDS	363				hypothetical protein
LMIBBFGC_01697	CDS	930				hypothetical protein
LMIBBFGC_01698	CDS	183				hypothetical protein
LMIBBFGC_01699	CDS	189	rpmB		COG0227	50S ribosomal protein L28
LMIBBFGC_01700	CDS	849				hypothetical protein
LMIBBFGC_01701	CDS	291	mraY_1	2.7.8.13		Phospho-N-acetylmuramoyl-pentapeptide-transferase
LMIBBFGC_01702	CDS	843	mraY_2	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
LMIBBFGC_01703	CDS	1269	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
LMIBBFGC_01704	CDS	261				putative protein
LMIBBFGC_01705	CDS	402	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
LMIBBFGC_01706	CDS	1620				hypothetical protein
LMIBBFGC_01707	CDS	720				hypothetical protein
LMIBBFGC_01708	CDS	1164				hypothetical protein
LMIBBFGC_01709	CDS	1053				hypothetical protein
LMIBBFGC_01710	CDS	1983				hypothetical protein
LMIBBFGC_01711	CDS	342				hypothetical protein
LMIBBFGC_01712	CDS	282				hypothetical protein
LMIBBFGC_01713	CDS	270	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
